bc1	bc2	count
240	78	9
240	80	29163
240	88	48745
241	16	1
241	17	2
241	18	1
241	64	7
241	76	74
241	79	1
241	88	160
241	249	1
242	34	54
242	39	2
242	52	3
242	64	3433
242	65	2
242	66	3
242	67	5
242	68	1420
242	69	2003
242	71	87362
242	72	14892
242	76	5
242	80	18
242	225	462
242	229	5
243	64	9757
243	92	4
243	94	1218
243	112	14758
243	176	2
243	177	13
243	178	41
243	201	1
243	203	9
243	205	7
243	216	16012
243	237	1
243	243	18
244	92	4
244	176	2
244	216	2
244	241	1
244	244	1
245	1	219
245	2	62522
245	32	20
245	33	3755
245	64	20
245	65	30746
245	66	137916
245	67	2728
245	68	38624
245	69	85119
245	71	9836
245	72	7936
245	76	2
245	79	197160
245	80	52889
245	81	42058
245	83	485554
245	112	20007
245	122	250
245	129	9934
245	130	165
245	133	29
245	145	373
245	161	10170
245	176	7504
245	178	140
245	179	1
245	183	6848
245	209	74811
245	210	9720
245	211	1
245	216	52503
245	237	9884
245	245	46
249	0	14
249	17	19694
249	18	1
249	19	11409
249	20	1
249	23	1
249	24	9717
249	25	1
249	33	40
249	34	9719
249	35	9
249	36	8
249	37	9719
249	64	837
249	65	4613
249	66	9716
249	123	16361
249	129	9723
249	130	19439
249	132	4
249	133	1
249	145	184278
249	146	32023
249	147	11740
249	148	116
249	149	3348
249	150	84
249	151	201
249	154	3
249	155	1
249	161	82565
249	162	16136
249	163	10954
249	164	63
249	165	1706
249	166	8
249	167	87
249	208	1
249	234	9735
249	249	9855
251	64	2106
251	65	52
251	76	318
251	81	19437
251	92	2231
251	114	52
251	116	52190
251	122	4
251	128	6
251	131	4
251	137	2
251	146	1
251	147	85
251	148	52
251	163	113
251	168	85
251	193	9719
251	194	4520
251	197	5
251	237	1
251	249	1
251	251	197
252	94	20692
252	122	179244
253	16	9717
253	17	1
253	20	566
253	38	1
253	64	4588
253	65	9721
253	76	5856
253	80	1695
253	251	113
